TT,07,29,21,02,59,58,384383
,   0,182121
o,39091,22795834,22795846
o,39092,22802496,22802508
o,39093,22809158,22809170
o,39094,22815820,22815832
o,39095,22822482,22822494
o,39096,22829618,22829630
o,39097,22836280,22836292
o,39098,22842942,22842954
o,39099,22850120,22850132
o,39100,22856716,22856728
o,39101,22863378,22863390
o,39102,22870040,22870052
o,39103,22876702,22876714
o,39104,22883364,22883376
o,39105,22890024,22890036
o,39106,22896686,22896698
o,39107,22903348,22903360
o,39108,22910010,22910022
o,39109,22917188,22917200
o,39110,22923850,22923862
o,39111,22930512,22930524
o,39112,22937100,22937112
o,39113,22943762,22943774
o,39114,22950422,22950434
EC,1357,33683,   0,35040
ER,34005,1026,   8
o,39115,22957084,22957098
o,39116,22963746,22963758
o,39117,22970926,22970938
o,39118,22977588,22977600
o,39119,22984768,22984780
o,39120,22991372,22991384
o,39121,22998034,22998046
o,39122,23004696,23004708
o,39123,23011358,23011370
o,39124,23018018,23018030
o,39125,23024678,23024690
o,39126,23031340,23031352
o,39127,23038002,23038014
o,39128,23044620,23044632
o,39129,23051800,23051812
o,39130,23058462,23058474
o,39131,23065124,23065136
o,39132,23071786,23071798
o,39133,23078448,23078460
o,39134,23085110,23085122
o,39135,23091772,23091784
o,39136,23098434,23098446
o,39137,23105038,23105050
o,39138,23111700,23111712
o,39139,23118880,23118892
S,38904,23121952,23121964
o,39140,23126060,23126072
o,39141,23132722,23132734
o,39142,23139384,23139396
o,39143,23146046,23146058
o,39144,23152708,23152720
o,39145,23159370,23159382
o,39146,23166032,23166044
o,39147,23172694,23172706
o,39148,23179356,23179368
o,39149,23186536,23186548
o,39150,23193200,23193212
o,39151,23199862,23199874
o,39152,23206524,23206536
o,39153,23213186,23213198
o,39154,23219848,23219860
o,39155,23226510,23226522
o,39156,23233142,23233154
o,39157,23239804,23239816
o,39158,23246466,23246478
o,39159,23253646,23253658
o,39160,23260172,23260184
o,39161,23266834,23266846
o,39162,23273496,23273508
o,39163,23280158,23280170
o,39164,23286820,23286832
o,39165,23293482,23293494
o,39166,23300144,23300156
,39167,23306806,23306818
o,39168,23313468,23313480
o,39169,23320648,23320660
o,39170,23327312,23327324
o,39171,23333974,23333986
o,39172,23340636,23340648
o,39173,23347298,23347310
o,39174,23353960,23353972
o,39175,23360622,23360634
o,39176,23367284,23367296
o,39177,23373836,23373848
o,39178,23380498,23380510
o,39179,23387678,23387690
o,39180,23394340,23394352
o,39181,23401002,23401014
o,39182,23407664,23407676
o,39183,23414326,23414338
o,39184,23420988,23421000
o,39185,23427650,23427662
o,39186,23434312,23434324
o,39187,23440974,23440986
o,39188,23447636,23447648
o,39189,23454816,23454828
o,39190,23461478,23461490
o,39191,23468140,23468152
o,39192,23474700,23474712
o,39193,23481360,23481372
o,39194,23488022,23488034
o,39195,23494684,23494696
o,39196,23501346,23501358
o,39197,23508008,23508020
o,39198,23514670,23514682
o,39199,23521850,23521862
o,39200,23528512,23528524
o,39201,23535174,23535186
o,39202,23541836,23541848
o,39203,23548498,23548510
o,39204,23555160,23555172
o,39205,23561746,23561758
o,39206,23568408,23568420
o,39207,23575070,23575082
o,39208,23581732,23581744
o,39209,23588912,23588924
o,39210,23595574,23595586
o,39211,23602190,23602202
o,39212,23608846,23608858
EC,1399,34641,   0,36041
ER,34974,1058,   8
o,39213,23615500,23615512
o,39214,23622162,23622174
o,39215,23628824,23628836
o,39216,23635962,23635976
o,39217,23643156,23643170
o,39218,23649818,23649830
o,39219,23656996,23657008
o,39220,23663660,23663672
o,39221,23670322,23670334
o,39222,23676984,23676996
o,39223,23683596,23683608
o,39224,23690258,23690270
o,39225,23696920,23696932
o,39226,23703582,23703594
o,39227,23710244,23710256
o,39228,23716906,23716918
o,39229,23724086,23724098
o,39230,23730748,23730760
o,39231,23737412,23737424
o,39232,23744012,23744024
o,39233,23750674,23750686
o,39234,23757336,23757348
o,39235,23763998,23764010
o,39236,23770634,23770648
o,39237,23777296,23777308
o,39238,23783958,23783970
o,39239,23791138,23791150
o,39240,23797800,23797812
o,39241,23804462,23804474
o,39242,23811124,23811136
o,39243,23817786,23817798
o,39244,23824448,23824460
o,39245,23831110,23831122
o,39246,23837772,23837784
o,39247,23844434,23844446
o,39248,23851096,23851108
o,39249,23858276,23858288
o,39250,23864938,23864950
o,39251,23871600,23871612
o,39252,23878156,23878168
o,39253,23884818,23884830
o,39254,23891480,23891492
o,39255,23898142,23898154
o,39256,23904804,23904816
o,39257,23911466,23911478
o,39258,23918128,23918140
o,39259,23925308,23925320
o,39260,23931970,23931982
o,39261,23938632,23938644
o,39262,23945294,23945306
o,39263,23951956,23951968
o,39264,23958618,23958630
o,39265,23965280,23965292
o,39266,23971942,23971954
o,39267,23978604,23978616
o,39268,23985266,23985278
o,39269,23992338,23992350
o,39270,23999000,23999012
o,39271,24005662,24005674
o,39272,24012324,24012336
o,39273,24018986,24018998
o,39274,24025646,24025658
o,39275,24032308,24032320
o,39276,24038930,24038942
o,39277,24045592,24045604
o,39278,24052256,24052268
o,39279,24059436,24059448
o,39280,24066098,24066110
o,39281,24072760,24072772
o,39282,24079422,24079434
o,39283,24086084,24086096
o,39284,24092746,24092758
o,39285,24099408,24099420
o,39286,24106070,24106082
o,39287,24112654,24112666
o,39288,24119318,24119330
o,39289,24126498,24126510
o,39290,24133160,24133172
o,39291,24139820,24139832
o,39292,24146482,24146494
o,39293,24153144,24153156
o,39294,24159806,24159818
o,39295,24166468,24166480
o,39296,24173596,24173608
o,39297,24180260,24180272
o,39298,24186920,24186932
o,39299,24194098,24194110
o,39300,24200760,24200772
o,39301,24207422,24207434
o,39302,24214084,24214096
o,39303,24220746,24220758
o,39304,24227408,24227420
o,39305,24234070,24234082
o,39306,24240732,24240744
o,39307,24247394,24247406
o,39308,24254056,24254070
o,39309,24261234,24261246
EC,1442,35599,   0,37041
ER,35941,1091,   8
o,39310,24267896,24267910
o,39311,24274558,24274570
o,39312,24281100,24281112
o,39313,24287762,24287774
o,39314,24294424,24294436
o,39315,24301086,24301098
o,39316,24308208,24308220
o,39317,24314894,24314906
o,39318,24321556,24321568
o,39319,24328734,24328746
o,39320,24335394,24335406
o,39321,24342054,24342066
o,39322,24348716,24348728
o,39323,24355378,24355390
o,39324,24362042,24362054
o,39325,24368704,24368716
o,39326,24375366,24375378
o,39327,24382028,24382040
o,39328,24388690,24388702
o,39329,24395870,24395882
o,39330,24402532,24402544
o,39331,24409196,24409208
o,39332,24415858,24415870
o,39333,24422520,24422532
o,39334,24429182,24429194
o,39335,24435844,24435856
o,39336,24443024,24443036
o,39337,24449686,24449698
o,39338,24456348,24456360
o,39339,24463528,24463540
o,39340,24470190,24470202
o,39341,24476852,24476864
a,39342,24483514,24483526
o,39343,24490176,24490188
o,39344,24496838,24496850
o,39345,24503308,24503320
o,39346,24509970,24509982
o,39347,24516632,24516644
o,39348,24523294,24523306
o,39349,24530472,24530484
o,39350,24537132,24537144
o,39351,24543794,24543806
o,39352,24550456,24550468
o,39353,24557118,24557130
o,39354,24563780,24563792
o,39355,24570442,24570454
o,39356,24577060,24577072
o,39357,24583722,24583734
o,39358,24590384,24590396
o,39359,24597522,24597534
t,10432,24602626,24602636
o,39360,24604350,24604362
o,39361,24611014,24611026
o,39362,24617676,24617688
o,39363,24624140,24624152
o,39364,24630802,24630814
o,39365,24637464,24637476
o,39366,24644126,24644138
o,39367,24650786,24650798
o,39368,24657448,24657460
o,39369,24664628,24664640
o,39370,24671244,24671256
o,39371,24677906,24677918
o,39372,24684568,24684580
o,39373,24691232,24691244
o,39374,24697894,24697906
o,39375,24704556,24704568
o,39376,24711364,24711378
o,39377,24718026,24718038
o,39378,24724688,24724700
o,39379,24731868,24731880
o,39380,24738532,24738544
o,39381,24744972,24744984
o,39382,24751634,24751646
o,39383,24758294,24758306
o,39384,24764956,24764968
o,39385,24771618,24771630
o,39386,24778280,24778292
o,39387,24784940,24784952
o,39388,24791602,24791614
o,39389,24798738,24798750
o,39390,24805400,24805412
o,39391,24812062,24812074
o,39392,24818722,24818734
o,39393,24825384,24825396
o,39394,24832046,24832058
o,39395,24838708,24838720
o,39396,24845370,24845382
o,39397,24852034,24852048
o,39398,24858696,24858708
o,39399,24865876,24865888
o,39400,24872538,24872550
o,39401,24879200,24879212
o,39402,24885862,24885874
o,39403,24892524,24892536
o,39404,24899186,24899198
o,39405,24905848,24905860
o,39406,24912512,24912524
o,39407,24919052,24919064
EC,1484,36556,   0,38041
ER,36909,1123,   8
S,38904,24925200,24925212
o,39408,24926232,24926244
o,39409,24933412,24933424
o,39410,24940074,24940086
o,39411,24946736,24946748
o,39412,24953398,24953410
o,39413,24960060,24960072
o,39414,24966722,24966734
o,39415,24973384,24973396
o,39416,24979982,24979994
o,39417,24986644,24986656
o,39418,24993306,24993318
o,39419,25000486,25000498
o,39420,25007148,25007160
o,39421,25013810,25013822
o,39422,25020472,25020484
,39423,25027134,25027146
o,39424,25033740,25033752
o,39425,25040402,25040414
o,39426,25047064,25047076
o,39427,25053726,25053738
o,39428,25060388,25060400
o,39429,25067566,25067578
o,39430,25074228,25074240
o,39431,25080890,25080902
o,39432,25087552,25087564
o,39433,25094214,25094226
o,39434,25100812,25100824
o,39435,25107474,25107486
o,39436,25114274,25114288
o,39437,25120936,25120948
o,39438,25127598,25127610
o,39439,25134776,25134788
o,39440,25141438,25141450
o,39441,25148100,25148112
o,39442,25154762,25154774
o,39443,25161424,25161436
o,39444,25168086,25168098
o,39445,25174748,25174760
o,39446,25181410,25181422
o,39447,25187852,25187864
o,39448,25194514,25194526
o,39449,25201692,25201704
o,39450,25208354,25208366
o,39451,25215016,25215028
o,39452,25221678,25221690
o,39453,25228340,25228352
o,39454,25235002,25235014
o,39455,25241664,25241676
o,39456,25248326,25248340
o,39457,25255504,25255516
o,39458,25262166,25262178
o,39459,25269346,25269358
o,39460,25275916,25275928
o,39461,25282578,25282590
o,39462,25289240,25289252
o,39463,25295902,25295914
o,39464,25302564,25302576
o,39465,25309226,25309238
o,39466,25315888,25315900
o,39467,25322550,25322562
o,39468,25329212,25329224
o,39469,25336392,25336404
o,39470,25343054,25343066
o,39471,25349644,25349656
o,39472,25356306,25356318
o,39473,25362968,25362980
o,39474,25369630,25369642
o,39475,25376292,25376304
o,39476,25383606,25383618
o,39477,25390268,25390280
o,39478,25396932,25396944
o,39479,25404108,25404120
o,39480,25410770,25410782
o,39481,25417432,25417444
o,39482,25424094,25424106
o,39483,25430756,25430768
o,39484,25437196,25437208
o,39485,25443858,25443870
o,39486,25450522,25450534
o,39487,25457184,25457196
o,39488,25463846,25463858
o,39489,25471024,25471036
o,39490,25477686,25477698
o,39491,25484348,25484360
o,39492,25491010,25491022
o,39493,25497612,25497624
o,39494,25504274,25504286
o,39495,25510936,25510948
o,39496,25518072,25518086
o,39497,25524750,25524764
o,39498,25531414,25531426
o,39499,25538590,25538602
o,39500,25545252,25545264
o,39501,25551914,25551926
o,39502,25558576,25558588
o,39503,25565240,25565252
o,39504,25571902,25571914
EC,1527,37515,   0,39042
ER,37878,1155,   8
o,39505,25578564,25578578
o,39506,25585226,25585238
o,39507,25591888,25591900
o,39508,25598550,25598562
o,39509,25605728,25605740
o,39510,25612390,25612402
o,39511,25619052,25619064
o,39512,25626020,25626032
o,39513,25632782,25632794
o,39514,25639444,25639456
o,39515,25646106,25646118
o,39516,25652746,25652758
o,39517,25659410,25659422
o,39518,25666074,25666086
o,39519,25672734,25672746
o,39520,25679396,25679408
o,39521,25686056,25686068
o,39522,25692718,25692730
o,39523,25699380,25699392
o,39524,25706042,25706054
o,39525,25712704,25712716
o,39526,25719308,25719320
o,39527,25725970,25725982
o,39528,25732634,25732646
o,39529,25739292,25739304
o,39530,25745952,25745964
o,39531,25752614,25752626
o,39532,25759276,25759288
o,39533,25765936,25765948
o,39534,25772598,25772610
o,39535,25779260,25779272
o,39536,25785922,25785934
o,39537,25792586,25792598
o,39538,25799250,25799262
o,39539,25805910,25805922
o,39540,25812572,25812584
o,39541,25819234,25819246
o,39542,25825898,25825910
o,39543,25832560,25832572
o,39544,25839222,25839234
o,39545,25845884,25845896
o,39546,25852546,25852558
o,39547,25859208,25859220
o,39548,25865872,25865884
o,39549,25872532,25872544
o,39550,25879194,25879206
o,39551,25885856,25885868
o,39552,25892518,25892530
o,39553,25899180,25899192
o,39554,25905842,25905854
o,39555,25912504,25912516
o,39556,25919166,25919180
o,39557,25925828,25925840
o,39558,25932492,25932504
o,39559,25939470,25939482
o,39560,25946130,25946142
o,39561,25952792,25952804
o,39562,25959454,25959466
o,39563,25966116,25966128
o,39564,25972778,25972790
o,39565,25979440,25979452
o,39566,25986102,25986114
o,39567,25992764,25992776
o,39568,25999428,25999440
o,39569,26006088,26006100
o,39570,26012750,26012762
o,39571,26019412,26019424
o,39572,26026074,26026086
o,39573,26032736,26032748
o,39574,26039398,26039410
o,39575,26046060,26046072
o,39576,26052698,26052710
o,39577,26059360,26059372
o,39578,26066024,26066036
o,39579,26072684,26072696
o,39580,26079346,26079358
o,39581,26086010,26086022
o,39582,26092672,26092684
o,39583,26099334,26099346
o,39584,26105996,26106008
o,39585,26112524,26112536
o,39586,26119186,26119198
o,39587,26125846,26125858
o,39588,26132510,26132522
o,39589,26139168,26139180
o,39590,26145830,26145842
o,39591,26152490,26152502
o,39592,26159152,26159164
o,39593,26165814,26165826
o,39594,26172476,26172488
o,39595,26179138,26179150
o,39596,26185800,26185812
o,39597,26192464,26192476
a,39598,26199128,26199140
o,39599,26205788,26205800
o,39600,26212374,26212386
o,39601,26219036,26219048
o,39602,26225700,26225712
o,39603,26232362,26232374
EC,1569,38473,   0,40042
ER,38847,1186,   8
o,39604,26239026,26239038
o,39605,26245688,26245700
o,39606,26252350,26252362
o,39607,26259012,26259024
o,39608,26265676,26265688
o,39609,26272336,26272348
o,39610,26278998,26279010
o,39611,26285582,26285594
o,39612,26292242,26292254
o,39613,26298904,26298916
o,39614,26305566,26305578
o,39615,26312230,26312242
o,39616,26318894,26318906
o,39617,26325558,26325570
o,39618,26332174,26332186
o,39619,26338834,26338846
o,39620,26345496,26345508
o,39621,26352158,26352170
o,39622,26358818,26358830
o,39623,26365478,26365490
o,39624,26372140,26372152
o,39625,26378804,26378816
o,39626,26385466,26385478
o,39627,26392128,26392140
o,39628,26398792,26398804
o,39629,26405452,26405464
o,39630,26412114,26412126
o,39631,26418778,26418790
o,39632,26425440,26425452
o,39633,26432102,26432114
o,39634,26438764,26438776
o,39635,26445426,26445438
o,39636,26452050,26452062
o,39637,26458636,26458650
o,39638,26465300,26465312
o,39639,26471960,26471972
o,39640,26478622,26478634
o,39641,26485284,26485296
o,39642,26491948,26491960
o,39643,26498610,26498622
o,39644,26505272,26505284
o,39645,26511934,26511946
o,39646,26518540,26518552
o,39647,26525200,26525212
o,39648,26531864,26531876
o,39649,26538524,26538536
o,39650,26545186,26545198
o,39651,26551848,26551860
o,39652,26558510,26558522
o,39653,26565172,26565184
o,39654,26571834,26571846
o,39655,26578496,26578508
o,39656,26585158,26585172
o,39657,26591756,26591768
o,39658,26598420,26598432
o,39659,26605078,26605090
o,39660,26611740,26611752
o,39661,26618402,26618414
o,39662,26625064,26625076
o,39663,26631726,26631738
o,39664,26638390,26638402
o,39665,26645004,26645016
o,39666,26651668,26651680
o,39667,26658330,26658342
o,39668,26664992,26665004
o,39669,26671652,26671664
o,39670,26678316,26678328
o,39671,26684978,26684990
o,39672,26691640,26691652
o,39673,26698302,26698314
o,39674,26704964,26704976
o,39675,26711628,26711640
o,39676,26718290,26718302
o,39677,26725364,26725376
o,39678,26732564,26732576
,39679,26739226,26739238
o,39680,26745888,26745900
o,39681,26752548,26752560
o,39682,26759210,26759222
o,39683,26765872,26765884
o,39684,26772532,26772544
o,39685,26779148,26779160
o,39686,26785810,26785822
o,39687,26792472,26792484
o,39688,26799650,26799662
o,39689,26806312,26806324
o,39690,26812974,26812986
o,39691,26819634,26819646
o,39692,26826296,26826308
o,39693,26832958,26832970
o,39694,26839620,26839632
o,39695,26846282,26846294
o,39696,26852916,26852928
o,39697,26859578,26859590
o,39698,26866756,26866768
o,39699,26873420,26873432
o,39700,26880082,26880094
o,39701,26886670,26886682
EC,1612,39430,   0,41043
ER,39812,1222,   8
o,39702,26893334,26893346
o,39703,26899996,26900008
o,39704,26906658,26906670
o,39705,26913322,26913334
o,39706,26919984,26919996
o,39707,26926646,26926658
o,39708,26933824,26933836
o,39709,26940488,26940500
o,39710,26947084,26947096
o,39711,26953746,26953758
o,39712,26960410,26960422
o,39713,26967072,26967084
o,39714,26973732,26973744
o,39715,26980394,26980406
o,39716,26987056,26987068
o,39717,26993720,26993734
o,39718,27000898,27000910
o,39719,27007500,27007512
o,39720,27014160,27014172
o,39721,27020822,27020834
o,39722,27027484,27027496
o,39723,27034146,27034158
o,39724,27040808,27040820
o,39725,27047470,27047482
o,39726,27054132,27054144
o,39727,27060794,27060806
o,39728,27067972,27067984
o,39729,27074634,27074646
o,39730,27081296,27081308
o,39731,27087884,27087896
o,39732,27094546,27094558
o,39733,27101208,27101220
o,39734,27107870,27107882
o,39735,27114532,27114544
o,39736,27121162,27121176
o,39737,27127824,27127836
o,39738,27134992,27135004
o,39739,27141654,27141666
o,39740,27148316,27148328
o,39741,27154978,27154990
o,39742,27161640,27161652
o,39743,27168302,27168314
o,39744,27174964,27174976
o,39745,27181626,27181638
o,39746,27188288,27188300
o,39747,27194950,27194962
o,39748,27202130,27202142
o,39749,27208792,27208804
o,39750,27215454,27215466
o,39751,27222038,27222050
o,39752,27228700,27228712
o,39753,27235362,27235374
o,39754,27242024,27242036
o,39755,27248686,27248698
o,39756,27256294,27256306
o,39757,27262990,27263002
o,39758,27270170,27270182
o,39759,27276832,27276844
o,39760,27283494,27283506
o,39761,27290156,27290168
o,39762,27296818,27296830
o,39763,27303480,27303492
o,39764,27310142,27310154
o,39765,27316804,27316816
o,39766,27323466,27323478
o,39767,27330128,27330140
o,39768,27337308,27337320
o,39769,27343970,27343982
o,39770,27350632,27350644
o,39771,27357294,27357306
o,39772,27363956,27363968
o,39773,27370618,27370630
o,39774,27377164,27377176
o,39775,27383824,27383836
o,39776,27390972,27390986
o,39777,27397648,27397660
o,39778,27404828,27404840
o,39779,27411490,27411502
o,39780,27418152,27418164
o,39781,27424814,27424826
o,39782,27431476,27431488
o,39783,27438138,27438150
o,39784,27444800,27444812
o,39785,27451462,27451474
o,39786,27458124,27458136
o,39787,27464786,27464798
o,39788,27471890,27471902
o,39789,27478552,27478564
o,39790,27485214,27485226
o,39791,27491876,27491888
o,39792,27498536,27498548
o,39793,27505198,27505210
o,39794,27511860,27511872
o,39795,27518522,27518534
o,39796,27525156,27525168
o,39797,27531822,27531834
o,39798,27539004,27539016
EC,1655,40388,   0,42043
ER,40780,1254,   8
o,39799,27545614,27545628
o,39800,27552276,27552288
o,39801,27558938,27558950
o,39802,27565600,27565612
o,39803,27572262,27572274
o,39804,27578924,27578936
o,39805,27585586,27585598
o,39806,27592248,27592260
o,39807,27598910,27598922
o,39808,27606090,27606102
o,39809,27612684,27612696
o,39810,27619346,27619358
o,39811,27626008,27626020
o,39812,27632668,27632680
o,39813,27639332,27639344
o,39814,27645994,27646006
o,39815,27652658,27652670
o,39816,27659468,27659480
o,39817,27666130,27666142
o,39818,27673310,27673322
o,39819,27679972,27679984
o,39820,27686412,27686424
o,39821,27693074,27693086
o,39822,27699736,27699748
o,39823,27706398,27706410
o,39824,27713060,27713072
o,39825,27719722,27719734
o,39826,27726384,27726396
o,39827,27733046,27733058
o,39828,27740226,27740238
o,39829,27746888,27746900
o,39830,27753484,27753496
o,39831,27760146,27760158
o,39832,27766808,27766820
o,39833,27773470,27773482
o,39834,27780132,27780144
o,39835,27786796,27786808
o,39836,27793800,27793812
o,39837,27800590,27800602
o,39838,27807770,27807782
o,39839,27814432,27814444
o,39840,27821094,27821106
o,39841,27827756,27827768
o,39842,27834418,27834430
o,39843,27841080,27841092
o,39844,27847742,27847754
o,39845,27854404,27854416
o,39846,27861066,27861078
o,39847,27867728,27867740
o,39848,27874834,27874846
o,39849,27881496,27881508
o,39850,27888158,27888170
o,39851,27894820,27894832
o,39852,27901482,27901494
o,39853,27908144,27908156
a,39854,27914804,27914816
o,39855,27921468,27921480
o,39856,27928100,27928112
o,39857,27934734,27934746
o,39858,27941914,27941926
o,39859,27948576,27948588
o,39860,27955238,27955250
o,39861,27961902,27961914
o,39862,27968564,27968576
o,39863,27975226,27975238
o,39864,27981836,27981848
o,39865,27988498,27988510
o,39866,27995160,27995172
o,39867,28001822,28001834
o,39868,28009000,28009012
o,39869,28015662,28015674
o,39870,28022324,28022336
o,39871,28028986,28028998
o,39872,28035648,28035660
o,39873,28042252,28042264
o,39874,28048914,28048926
o,39875,28055574,28055586
o,39876,28062212,28062226
o,39877,28068876,28068888
o,39878,28076054,28076066
o,39879,28082714,28082726
o,39880,28089376,28089388
o,39881,28096038,28096050
o,39882,28102700,28102712
o,39883,28109362,28109374
o,39884,28116024,28116036
o,39885,28122686,28122698
o,39886,28129348,28129360
o,39887,28136010,28136022
o,39888,28143190,28143202
o,39889,28149774,28149786
o,39890,28156436,28156448
o,39891,28163098,28163110
o,39892,28169760,28169772
o,39893,28176422,28176434
o,39894,28183084,28183096
o,39895,28189748,28189760
o,39896,28196880,28196892
EC,1698,41346,   0,43044
ER,41749,1287,   8
o,39897,28203532,28203544
o,39898,28210712,28210724
o,39899,28217374,28217386
o,39900,28224036,28224048
o,39901,28230696,28230708
o,39902,28237358,28237370
o,39903,28244018,28244030
o,39904,28250682,28250694
o,39905,28257292,28257304
o,39906,28263954,28263966
o,39907,28270616,28270628
o,39908,28277796,28277808
o,39909,28284458,28284470
o,39910,28291120,28291132
o,39911,28297782,28297794
o,39912,28304444,28304456
o,39913,28311106,28311118
o,39914,28317708,28317720
o,39915,28324370,28324382
o,39916,28331032,28331044
o,39917,28337698,28337710
o,39918,28344878,28344890
o,39919,28351540,28351552
o,39920,28358202,28358214
o,39921,28364864,28364876
o,39922,28371468,28371480
o,39923,28378128,28378140
o,39924,28384790,28384802
o,39925,28391452,28391464
o,39926,28398114,28398126
o,39927,28404776,28404788
o,39928,28411956,28411968
o,39929,28418618,28418630
o,39930,28425280,28425292
o,39931,28431884,28431896
o,39932,28438546,28438558
o,39933,28445208,28445220
o,39934,28451870,28451882
,39935,28458532,28458544
o,39936,28466168,28466182
o,39937,28472846,28472858
o,39938,28480026,28480038
o,39939,28486688,28486700
o,39940,28493350,28493362
o,39941,28500012,28500024
o,39942,28506672,28506684
o,39943,28513334,28513346
o,39944,28519996,28520008
o,39945,28526658,28526670
t,10433,28544940,28544952
EC,1720,42324,   0,44045
ER,42734,1302,   8
EC,1723,43323,   0,45046
ER,43735,1302,   8
EC,1725,44320,   0,46046
ER,44735,1302,   8
EC,1728,45319,   0,47047
ER,45736,1302,   8
EC,1731,46316,   0,48047
ER,46736,1302,   8
EC,1733,47314,   0,49047
ER,47736,1303,   8
t,10434,32463598,32463610
EC,1736,48312,   0,50048
ER,48737,1303,   8
EC,1739,49309,   0,51049
ER,49737,1303,   8
EC,1741,50307,   0,52049
ER,50737,1303,   8
EC,1744,51305,   0,53050
ER,51738,1303,   8
EC,1746,52303,   0,54050
ER,52738,1303,   8
EC,1749,53302,   0,55051
ER,53740,1303,   8
t,10435,36395770,36395782
EC,1752,54299,   0,56052
ER,54740,1303,   8
EC,1755,55297,   0,57052
ER,55741,1303,   8
EC,1757,56295,   0,58053
ER,56741,1303,   8
EC,1760,57293,   0,59054
ER,57742,1303,   8
EC,1762,58291,   0,60054
ER,58742,1303,   8
EC,1765,59289,   0,61055
ER,59743,1303,   8
t,10436,40330502,40330514
EC,1768,60287,   0,62055
ER,60743,1303,   8
llego jejeje
n,10437,41206156,41206166
S,39946,41206322,41206334
EC,1771,61283,   0,63055
ER,61743,1304,   8
S,39946,41467070,41467082
EC,1774,62281,   0,64056
ER,62743,1304,   8
S,39946,41987624,41987636
EC,1777,63279,   0,65057
ER,63744,1304,   8
S,39946,43028758,43028770
EC,1780,64276,   0,66057
ER,64744,1305,   8
EC,1782,65275,   0,67058
ER,65744,1305,   8
t,10438,44261276,44261288
EC,1785,66273,   0,68058
ER,66745,1305,   8
S,39946,45107520,45107532
EC,1788,67270,   0,69058
ER,67745,1305,   8
EC,1790,68268,   0,70059
ER,68745,1305,   8
EC,1793,69267,   0,71060
ER,69746,1305,   8
EC,1795,70265,   0,72061
ER,70747,1305,   8
EC,1797,71263,   0,73061
ER,71747,1305,   8
t,10439,48195534,48195546
EC,1800,72261,   0,74061
ER,72747,1305,   8
EC,1803,73259,   0,75062
ER,73748,1305,   8
EC,1805,74257,   0,76063
ER,74749,1305,   8
EC,1807,75256,   0,77063
ER,75749,1305,   8
EC,1810,76254,   0,78064
ER,76750,1305,   8
EC,1812,77252,   0,79064
ER,77750,1305,   8
t,10440,52124984,52124996
EC,1815,78250,   0,80065
ER,78751,1306,   8
EC,1817,79248,   0,81066
ER,79751,1306,   8
EC,1819,80246,   0,82066
ER,80752,1306,   8
EC,1822,81244,   0,83067
ER,81752,1306,   8
EC,1824,82242,   0,84067
ER,82753,1306,   8
EC,1827,83241,   0,85068
ER,83753,1306,   8
t,10441,56059706,56059718
EC,1830,84238,   0,86068
ER,84753,1306,   8
EC,1832,85236,   0,87068
ER,85754,1306,   8
EC,1834,86234,   0,88069
ER,86754,1306,   8
EC,1837,87233,   0,89070
ER,87755,1306,   8
EC,1839,88231,   0,90070
ER,88756,1306,   8
EC,1841,89229,   0,91071
ER,89756,1306,   8
t,10442,59991422,59991434
EC,1844,90227,   0,92071
ER,90757,1306,   8
llego jejeje
n,10443,60864374,60864386
S,39947,60864542,60864552
EC,1848,91223,   0,93072
ER,91757,1306,   8
S,39947,61068356,61068368
S,39947,61475810,61475822
EC,1852,92220,   0,94072
ER,92757,1307,   8
EC,1854,93218,   0,95073
ER,93757,1307,   8
S,39947,62291502,62291514
EC,1857,94216,   0,96073
ER,94757,1307,   8
EC,1860,95213,   0,97074
ER,95757,1308,   8
S,39947,63922294,63922306
t,10444,63925570,63925582
EC,1863,96211,   0,98075
ER,96757,1309,   8
EC,1866,97209,   0,99076
ER,97758,1309,   8
EC,1869,98207,   0,100076
ER,98758,1309,   8
EC,1871,99205,   0,101077
ER,99759,1309,   8
EC,1874,100202,   0,102077
ER,100759,1309,   8
EC,1876,101200,   0,103077
ER,101759,1309,   8
t,10445,67854272,67854284
EC,1879,102198,   0,104078
ER,102760,1309,   8
EC,1882,103196,   0,105079
ER,103761,1309,   8
EC,1885,104194,   0,106079
ER,104761,1309,   8
EC,1887,105192,   0,107080
ER,105762,1309,   8
EC,1890,106190,   0,108080
ER,106762,1309,   8
EC,1892,107188,   0,109081
ER,107763,1309,   8
t,10446,71785082,71785094
EC,1895,108185,   0,110081
ER,108763,1309,   8
EC,1898,109184,   0,111082
ER,109764,1309,   8
EC,1901,110182,   0,112083
ER,110764,1309,   8
EC,1903,111180,   0,113083
ER,111765,1309,   8
EC,1906,112178,   0,114084
ER,112766,1309,   8
EC,1908,113176,   0,115084
ER,113766,1309,   8
t,10447,75718522,75718534
EC,1911,114173,   0,116085
ER,114766,1310,   8
EC,1914,115171,   0,117085
ER,115767,1310,   8
EC,1917,116169,   0,118086
ER,116767,1310,   8
EC,1919,117167,   0,119087
ER,117768,1310,   8
EC,1922,118165,   0,120087
ER,118769,1310,   8
EC,1924,119163,   0,121088
ER,119769,1310,   8
t,10448,79651786,79651798
EC,1927,120160,   0,122088
ER,120769,1310,   8
llego jejeje
n,10449,80525784,80525796
S,39948,80525952,80525962
EC,1931,121157,   0,123088
ER,121769,1310,   8
S,39948,80734796,80734808
S,39948,81152368,81152380
